Gss year for this respondent                       ,Respondent income in constant dollars,Family income in constant dollars,Those in need have to take care of themselves,R has given money to a charity,R done volunteer work for a charity,Others misfortunes do not disturb r,R feels protective towards people taken advantage,R does not feel very sorry for people having pro,R have tender feeling for people less fortunate,Highest year of school completed,Age of respondent,Marital status,Respondent id number,Ballot used for interview
2004,0,63190,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,4,2,4,16,35,Married,1075,Ballot c
2004,19893,19893,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,Describes very well,4,4,Describes very well,12,53,Widowed,1076,Ballot b
2004,0,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,42,Married,1077,Ballot a
2004,3277,51488,Neither agree nor disagree,Once in the past year,Not at all in the past year,2,4,3,4,12,41,Married,1078,Ballot c
2004,0,63190,Agree,Once in the past year,Once a month,Does not describe very well,Does not describe very well,Does not describe very well,3,14,33,Married,1079,Ballot b
2004,1872,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,24,Never married,1080,Ballot b
2004,19893,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,27,Married,1081,Ballot b
2004,155374,151053,Agree,Once a month,Not at all in the past year,Does not describe very well,4,3,Describes very well,18,50,Never married,1082,Ballot a
2004,0,17553,Agree,Not at all in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,2,16,32,Never married,1083,Ballot b
2004,0,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,52,Separated,1084,Ballot a
2004,25744,51488,Strongly agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,4,3,3,14,23,Married,1085,Ballot c
2004,0,25744,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,Does not describe very well,Describes very well,2,4,12,39,Widowed,1086,Ballot a
2004,30425,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,41,Married,1087,Ballot b
2004,42127,77233,Agree,Once a month,Not at all in the past year,Does not describe very well,4,3,Describes very well,16,49,Married,1088,Ballot b
2004,42127,42127,Strongly agree,Once in the past year,Once in the past year,3,Describes very well,3,Does not describe very well,12,42,Divorced,1089,Ballot a
2004,19893,51488,Agree,At least 2 or 3 times in the past year,Not at all in the past year,3,Describes very well,Describes very well,Describes very well,10,41,Never married,1090,Ballot b
2004,0,12872,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,89 or older,Widowed,1091,Ballot b
2004,77233,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,40,Married,1092,Ballot b
2004,15213,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,52,Married,1093,Ballot c
2004,0,93615,Neither agree nor disagree,Once a month,Once a month,2,4,3,3,18,25,Never married,1094,Ballot b
2004,19893,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,37,Married,1095,Ballot c
2004,30425,30425,Neither agree nor disagree,Once in the past year,Once a month,2,Describes very well,2,4,14,31,Never married,1096,Ballot c
2004,0,10532,Agree,Once a month,Once a month,4,4,3,4,11,75,Married,1097,Ballot a
2004,0,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,56,Married,1098,Ballot b
2004,22234,22234,Disagree,Once in the past year,Once a month,2,4,2,4,14,27,Never married,1099,Ballot b
2004,93615,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,44,Separated,1100,Ballot c
2004,0,151053,Disagree,At least 2 or 3 times in the past year,Once a month,Does not describe very well,Describes very well,Does not describe very well,Describes very well,15,36,Married,1101,Ballot a
2004,51488,77233,Neither agree nor disagree,Once a month,At least 2 or 3 times in the past year,2,4,2,4,16,39,Married,1102,Ballot c
2004,0,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,68,Married,1103,Ballot a
2004,0,63190,Neither agree nor disagree,Once a week,Once a week,Does not describe very well,4,2,4,16,82,Married,1104,Ballot c
2004,10532,0,Disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,66,Married,1105,Ballot b
2004,42127,63190,Agree,Once a week,At least 2 or 3 times in the past year,2,Describes very well,Does not describe very well,4,12,47,Married,1106,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,44,Divorced,1107,Ballot b
2004,30425,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,50,Married,1108,Ballot a
2004,30425,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,49,Married,1109,Ballot c
2004,19893,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,55,Never married,1110,Ballot b
2004,6085,6085,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,33,Never married,1111,Ballot c
2004,35106,35106,Agree,At least 2 or 3 times in the past year,Once in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,14,32,Married,1112,Ballot b
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,55,Widowed,1113,Ballot c
2004,15213,15213,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,46,Never married,1114,Ballot b
2004,0,0,Neither agree nor disagree,Once in the past year,Once in the past year,2,Describes very well,2,Describes very well,8,54,Married,1115,Ballot c
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,45,Married,1116,Ballot a
2004,0,15213,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,58,Divorced,1117,Ballot c
2004,0,51488,Strongly agree,Once a week,Not at all in the past year,2,4,Does not describe very well,Describes very well,12,34,Separated,1118,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,56,Married,1119,Ballot c
2004,30425,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,48,Married,1120,Ballot b
2004,63190,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,57,Divorced,1121,Ballot c
2004,42127,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,51,Never married,1122,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,36,Never married,1123,Ballot a
2004,42127,63190,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,4,Does not describe very well,Describes very well,13,36,Married,1124,Ballot a
2004,7021,25744,Agree,Once in the past year,Not at all in the past year,4,Describes very well,Describes very well,Describes very well,16,74,Widowed,1125,Ballot a
2004,25744,51488,Neither agree nor disagree,Once in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,3,12,41,Married,1126,Ballot b
2004,0,19893,Disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,2,4,11,46,Widowed,1127,Ballot c
2004,30425,30425,Neither agree nor disagree,Once a month,At least 2 or 3 times in the past year,2,4,2,Describes very well,14,60,Divorced,1128,Ballot c
2004,0,3277,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,22,Never married,1129,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,58,Married,1130,Ballot a
2004,0,0,Neither agree nor disagree,More than once a week,More than once a week,2,4,2,4,20,34,Married,1131,Ballot a
2004,0,17553,Agree,At least 2 or 3 times in the past year,Once in the past year,2,Describes very well,Does not describe very well,4,12,78,Divorced,1132,Ballot a
2004,63190,63190,Agree,Once in the past year,Once a month,2,4,3,3,18,42,Divorced,1133,Ballot b
2004,17553,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,43,Divorced,1134,Ballot b
2004,19893,93615,Agree,Once a month,Not at all in the past year,2,Describes very well,4,4,15,49,Married,1135,Ballot b
2004,17553,17553,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,31,Married,1136,Ballot b
2004,51488,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,54,Married,1137,Ballot c
2004,0,22234,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,4,Describes very well,11,79,Widowed,1138,Ballot a
2004,0,25744,Strongly disagree,Not at all in the past year,Not at all in the past year,4,Describes very well,3,Describes very well,8,85,Married,1139,Ballot b
2004,0,51488,Agree,Once a month,At least 2 or 3 times in the past year,2,Describes very well,4,4,15,37,Married,1140,Ballot b
2004,0,22234,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,72,Married,1141,Ballot c
2004,10532,22234,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,25,Married,1142,Ballot a
2004,0,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,67,Never married,1143,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,21,Never married,1144,Ballot b
2004,10532,10532,Agree,Once a week,More than once a week,Does not describe very well,Describes very well,Does not describe very well,Describes very well,13,43,Divorced,1145,Ballot a
2004,93615,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,27,Married,1146,Ballot b
2004,25744,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,36,Divorced,1147,Ballot a
2004,30425,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,35,Married,1148,Ballot c
2004,0,10532,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,89 or older,Widowed,1149,Ballot a
2004,12872,12872,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,62,Never married,1150,Ballot a
2004,0,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,81,Widowed,1151,Ballot c
2004,0,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,80,Married,1152,Ballot b
2004,25744,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,53,Married,1153,Ballot c
2004,35106,35106,Neither agree nor disagree,Once in the past year,Not at all in the past year,Does not describe very well,Describes very well,3,Describes very well,14,52,Married,1154,Ballot a
2004,42127,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,27,Married,1155,Ballot b
2004,25744,25744,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Describes very well,3,3,3,12,43,Divorced,1156,Ballot b
2004,77233,93615,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,3,2,4,14,38,Married,1157,Ballot b
2004,0,22234,Neither agree nor disagree,At least 2 or 3 times in the past year,Once a week,Does not describe very well,3,Does not describe very well,3,13,18,Never married,1158,Ballot c
2004,0,30425,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,4,2,2,14,36,Never married,1159,Ballot b
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,22,Never married,1160,Ballot c
2004,0,12872,Agree,Once a month,Once a week,4,3,2,Describes very well,12,56,Married,1161,Ballot a
2004,0,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,74,Married,1162,Ballot b
2004,0,35106,Disagree,At least 2 or 3 times in the past year,Once in the past year,Does not describe very well,4,2,4,13,38,Married,1163,Ballot b
2004,0,4213,Agree,At least 2 or 3 times in the past year,Once in the past year,3,4,2,3,11,18,Never married,1164,Ballot c
2004,0,35106,Agree,Not at all in the past year,Not at all in the past year,Describes very well,Describes very well,Describes very well,Describes very well,12,62,Divorced,1165,Ballot a
2004,0,22234,Agree,Once in the past year,Not at all in the past year,3,4,3,3,14,26,Married,1166,Ballot c
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,47,Divorced,1167,Ballot c
2004,0,35106,Disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,4,Describes very well,4,13,29,Divorced,1168,Ballot b
2004,0,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,65,Married,1169,Ballot a
2004,0,10532,Disagree,Once a week,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,71,Widowed,1170,Ballot c
2004,0,0,Agree,At least 2 or 3 times in the past year,Not at all in the past year,3,Describes very well,3,3,8,81,Widowed,1171,Ballot c
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,74,Divorced,1172,Ballot c
2004,35106,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,51,Widowed,1173,Ballot b
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,28,Never married,1174,Ballot b
2004,0,1872,Disagree,Not at all in the past year,Not at all in the past year,2,Describes very well,Does not describe very well,3,12,31,Married,1175,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,73,Married,1176,Ballot c
2004,35106,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,60,Divorced,1177,Ballot c
2004,17553,35106,Agree,At least 2 or 3 times in the past year,Once in the past year,2,4,Does not describe very well,Describes very well,12,20,Never married,1178,Ballot c
2004,10532,10532,Strongly agree,Not at all in the past year,Not at all in the past year,4,4,3,3,9,21,Never married,1179,Ballot b
2004,0,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,57,Married,1180,Ballot b
2004,10532,51488,Agree,Once a month,At least 2 or 3 times in the past year,3,Describes very well,Describes very well,Describes very well,12,38,Married,1181,Ballot a
2004,0,0,Agree,Dont know,Not at all in the past year,2,Describes very well,Describes very well,Describes very well,12,88,Married,1182,Ballot b
2004,0,0,Agree,More than once a week,More than once a week,Does not describe very well,Describes very well,2,Describes very well,16,42,Divorced,1183,Ballot a
2004,0,10532,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,57,Divorced,1184,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,32,Never married,1185,Ballot a
2004,0,63190,Neither agree nor disagree,Once in the past year,At least 2 or 3 times in the past year,2,4,2,4,18,33,Married,1186,Ballot b
2004,1872,1872,Disagree,Once in the past year,Once a month,Does not describe very well,Describes very well,Does not describe very well,Describes very well,16,23,Never married,1187,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,22,Never married,1188,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,63,Divorced,1189,Ballot b
2004,25744,25744,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,2,4,14,24,Never married,1190,Ballot b
2004,19893,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,46,Married,1191,Ballot b
2004,17553,51488,Agree,Once a month,Once a month,4,Describes very well,3,4,11,34,Divorced,1192,Ballot a
2004,468,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,18,Never married,1193,Ballot c
2004,19893,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,37,Divorced,1194,Ballot a
2004,63190,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,37,Married,1195,Ballot a
2004,77233,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,38,Divorced,1196,Ballot b
2004,42127,63190,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,2,4,2,3,13,36,Married,1197,Ballot b
2004,10532,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,33,Married,1198,Ballot a
2004,0,30425,Agree,Not at all in the past year,Not at all in the past year,3,3,4,3,13,46,Married,1199,Ballot b
2004,10532,10532,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,2,Describes very well,Does not describe very well,4,12,26,Never married,1200,Ballot c
2004,93615,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,47,Married,1201,Ballot b
2004,0,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,34,Married,1202,Ballot a
2004,42127,42127,Disagree,Not at all in the past year,Not at all in the past year,2,Describes very well,2,4,14,37,Divorced,1203,Ballot c
2004,0,468,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,62,Married,1204,Ballot b
2004,8425,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,58,Married,1205,Ballot b
2004,4213,4213,Agree,Not at all in the past year,Not at all in the past year,Describes very well,Describes very well,Describes very well,Describes very well,11,44,Divorced,1206,Ballot a
2004,42127,42127,Agree,At least 2 or 3 times in the past year,Once in the past year,2,Describes very well,3,Describes very well,14,40,Separated,1207,Ballot a
2004,30425,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,27,Married,1208,Ballot a
2004,35106,77233,Strongly disagree,Once a month,At least 2 or 3 times in the past year,Does not describe very well,3,Does not describe very well,4,20,34,Married,1209,Ballot a
2004,0,151053,Neither agree nor disagree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,4,4,Describes very well,12,37,Married,1210,Ballot a
2004,155374,151053,Agree,More than once a week,Not at all in the past year,4,Describes very well,Does not describe very well,Describes very well,17,50,Married,1211,Ballot a
2004,0,0,Neither agree nor disagree,Once a week,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,15,31,Married,1212,Ballot c
2004,30425,51488,Agree,Once a month,At least 2 or 3 times in the past year,2,3,2,2,19,41,Married,1213,Ballot c
2004,0,468,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,Does not describe very well,4,Does not describe very well,Describes very well,14,40,Divorced,1214,Ballot a
2004,25744,25744,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,3,4,3,3,12,54,Divorced,1215,Ballot c
2004,7021,25744,Neither agree nor disagree,Once a month,Not at all in the past year,3,4,4,3,12,40,Married,1216,Ballot b
2004,12872,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,24,Never married,1217,Ballot c
2004,0,0,Strongly disagree,Once a week,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,11,82,Married,1218,Ballot c
2004,42127,42127,Neither agree nor disagree,Once a week,Once in the past year,Does not describe very well,4,Describes very well,Describes very well,17,46,Never married,1219,Ballot b
2004,0,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,74,Widowed,1220,Ballot c
2004,7021,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,36,Married,1221,Ballot b
2004,4213,4213,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,29,Never married,1222,Ballot b
2004,15213,42127,Strongly agree,Once a month,Once in the past year,3,Describes very well,3,3,10,40,Married,1223,Ballot c
2004,35106,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,32,Married,1224,Ballot c
2004,25744,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,44,Divorced,1225,Ballot a
2004,1872,3277,Strongly agree,Once a month,Once a month,2,Describes very well,3,4,12,23,Married,1226,Ballot b
2004,0,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,27,Never married,1227,Ballot c
2004,42127,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,55,Married,1228,Ballot a
2004,0,0,Agree,Not at all in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,18,Never married,1229,Ballot a
2004,19893,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,59,Married,1230,Ballot b
2004,10532,30425,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,3,Describes very well,3,3,12,39,Separated,1231,Ballot a
2004,0,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,40,Never married,1232,Ballot b
2004,0,15213,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,3,3,3,3,12,81,Divorced,1233,Ballot b
2004,15213,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,44,Married,1234,Ballot b
2004,51488,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,46,Married,1235,Ballot a
2004,12872,35106,Strongly agree,Once a month,Not at all in the past year,No answer,No answer,No answer,No answer,12,26,Married,1236,Ballot a
2004,0,3277,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,20,Never married,1237,Ballot b
2004,12872,22234,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,31,Never married,1238,Ballot c
2004,0,8425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,78,Separated,1239,Ballot b
2004,5149,51488,Strongly agree,Once in the past year,Not at all in the past year,Does not describe very well,Describes very well,Describes very well,Describes very well,10,40,Never married,1240,Ballot b
2004,15213,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,25,Divorced,1241,Ballot a
2004,0,25744,Agree,Once in the past year,Once a month,Does not describe very well,Describes very well,Describes very well,Describes very well,12,36,Married,1242,Ballot c
2004,35106,35106,Agree,Once a month,Once a month,Does not describe very well,Describes very well,Does not describe very well,Describes very well,14,57,Divorced,1243,Ballot a
2004,42127,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,41,Married,1244,Ballot a
2004,63190,151053,Agree,At least 2 or 3 times in the past year,Not at all in the past year,3,4,Does not describe very well,Describes very well,12,45,Married,1245,Ballot a
2004,22234,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,48,Married,1246,Ballot c
2004,155374,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,46,Married,1247,Ballot b
2004,93615,93615,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,2,Describes very well,20,51,Married,1248,Ballot c
2004,30425,51488,Agree,At least 2 or 3 times in the past year,Not at all in the past year,2,4,3,4,18,27,Never married,1249,Ballot a
2004,0,8425,Disagree,Once in the past year,Not at all in the past year,3,4,2,4,8,83,Widowed,1250,Ballot b
2004,0,151053,Strongly agree,Once a month,More than once a week,4,4,3,3,16,44,Married,1251,Ballot c
2004,0,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,32,Married,1252,Ballot a
2004,17553,17553,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,22,Never married,1253,Ballot c
2004,155374,151053,Neither agree nor disagree,At least 2 or 3 times in the past year,Once a week,Does not describe very well,4,Does not describe very well,4,18,40,Divorced,1254,Ballot b
2004,155374,151053,Agree,At least 2 or 3 times in the past year,Once in the past year,2,4,2,4,20,37,Married,1255,Ballot c
2004,155374,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,36,Married,1256,Ballot a
2004,0,0,Agree,Not at all in the past year,Not at all in the past year,3,Describes very well,4,3,12,28,Married,1257,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,55,Married,1258,Ballot a
2004,19893,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,46,Married,1259,Ballot c
2004,0,15213,Agree,Once a month,Not at all in the past year,3,3,4,4,12,68,Married,1260,Ballot a
2004,51488,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,31,Married,1261,Ballot c
2004,12872,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,78,Widowed,1262,Ballot b
2004,77233,151053,Neither agree nor disagree,Once a month,Once in the past year,2,4,3,4,16,56,Married,1263,Ballot b
2004,8425,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,62,Widowed,1264,Ballot c
2004,42127,63190,Agree,At least 2 or 3 times in the past year,Once in the past year,2,4,3,2,12,48,Married,1265,Ballot b
2004,0,12872,Strongly disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,11,80,Widowed,1266,Ballot c
2004,0,0,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,2,Describes very well,12,74,Married,1267,Ballot c
2004,30425,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,38,Married,1268,Ballot b
2004,0,25744,Strongly agree,Once a week,Once a week,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,58,Divorced,1269,Ballot b
2004,63190,63190,Neither agree nor disagree,Once a week,Not at all in the past year,2,4,4,4,13,52,Married,1270,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,18,Never married,1271,Ballot c
2004,51488,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,60,Married,1272,Ballot a
2004,17553,17553,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,38,Never married,1273,Ballot b
2004,25744,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,43,Divorced,1274,Ballot b
2004,0,8425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,70,Widowed,1275,Ballot a
2004,51488,77233,Neither agree nor disagree,Once a month,Once in the past year,2,4,3,4,12,46,Married,1276,Ballot b
2004,22234,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,38,Divorced,1277,Ballot c
2004,10532,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,52,Married,1278,Ballot b
2004,30425,42127,Strongly agree,Once a week,Not at all in the past year,4,4,3,4,13,36,Married,1279,Ballot a
2004,93615,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19,40,Married,1280,Ballot b
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,25,Never married,1281,Ballot c
